Accident_Index,Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Time,Local_Authority_(District),Local_Authority_(Highway),1st_Road_Class,1st_Road_Number,Road_Type,Speed_limit,Junction_Detail,Junction_Control,2nd_Road_Class,2nd_Road_Number,Pedestrian_Crossing-Human_Control,Pedestrian_Crossing-Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,LSOA_of_Accident_Location,Year
201201BS70669,525570,180540,-0.191936,51.50979,1,3,1,1,12/12/2012,4,17:30,12,E09000020,3,402,Single carriageway,30,,Giveway or uncontrolled,3,402,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01002827,2012
201201BS70670,525540,179900,-0.192595,51.504045,1,3,1,1,16/12/2012,1,02:25,12,E09000020,3,4204,Single carriageway,30,,Giveway or uncontrolled,4,405,None within 50 metres,Zebra crossing,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01002826,2012
201201BS70671,526920,177480,-0.173592,51.481989,1,3,2,1,15/12/2012,7,11:35,12,E09000020,3,3220,Single carriageway,30,,Automatic traffic signal,3,3220,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Raining without high winds,Wet/Damp,None,None,1,No,E01002840,2012
201201BS70673,526230,178430,-0.183184,51.490681,1,3,2,1,27/12/2012,5,09:22,12,E09000020,3,3218,Single carriageway,30,,Automatic traffic signal,5,0,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Wet/Damp,None,None,1,Yes,E01002898,2012
201201BS70676,527300,178030,-0.167925,51.486846,1,2,1,1,29/11/2012,5,13:45,12,E09000020,6,0,Single carriageway,30,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,No,E01002899,2012
201201BS70677,525160,178690,-0.198496,51.493255,1,3,1,1,07/12/2012,6,16:38,12,E09000020,3,4,Dual carriageway,30,,Giveway or uncontrolled,3,4,None within 50 metres,non-junction pedestrian crossing,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01002851,2012
201201BS70678,523460,181080,-0.222136,51.515108,1,3,2,2,21/12/2012,6,23:25,11,E09000013,3,40,Dual carriageway,30,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Wet/Damp,None,None,1,Yes,E01002877,2012
201201BS70679,527870,178580,-0.15952,51.491661,1,3,1,1,20/12/2012,5,15:34,12,E09000020,3,3217,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,Zebra crossing,Daylight: Street light present,Raining without high winds,Wet/Damp,None,None,1,Yes,E01002859,2012
201201BS79001,524320,181770,-0.209505,51.521121,1,3,2,1,30/12/2012,1,04:08,12,E09000020,5,0,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,Zebra crossing,Darkness: Street lights present and lit,Other,Dry,None,None,1,Yes,E01002855,2012
201201BS79002,523420,181910,-0.222422,51.522576,1,3,2,1,18/12/2012,3,17:36,12,E09000020,6,0,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01002908,2012
201201BS79004,527400,179280,-0.166034,51.498058,1,3,1,1,27/12/2012,5,17:02,12,E09000020,4,319,Single carriageway,30,,Automatic traffic signal,3,4,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01002819,2012
201201BS79008,525520,179560,-0.193004,51.500994,1,3,1,1,20/12/2012,5,23:30,12,E09000020,3,315,Single carriageway,30,,Automatic traffic signal,3,315,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01002889,2012
201201BS79014,526300,178720,-0.182073,51.493271,1,3,1,1,18/10/2012,5,14:15,12,E09000020,5,0,Single carriageway,30,,Automatic traffic signal,5,0,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002835,2012
201201BS79016,528020,178690,-0.157321,51.492615,1,2,1,1,31/12/2012,2,20:36,12,E09000020,3,3217,Single carriageway,30,,,-1,0,None within 50 metres,Zebra crossing,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01002902,2012
201201BS79026,525010,178590,-0.200691,51.49239,1,2,2,1,27/12/2012,5,17:00,12,E09000020,3,4,Dual carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,No,E01002848,2012
201201BS79037,525210,180430,-0.197159,51.508882,1,3,2,1,07/09/2012,6,19:19,12,E09000020,3,402,Dual carriageway,30,,Automatic traffic signal,3,4206,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01002884,2012
201201BS79091,525420,180490,-0.194114,51.509374,1,3,2,2,27/12/2012,5,21:00,12,E09000020,3,402,Single carriageway,30,,Automatic traffic signal,3,4204,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,No,E01002827,2012
201201CP00001,533390,180710,-0.079251,51.509528,48,2,1,1,03/01/2012,3,06:29,570,E09000001,3,3211,Single carriageway,30,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Wet/Damp,None,None,1,Yes,E01000004,2012
201201CP00002,531620,181690,-0.104376,51.518749,48,3,2,1,30/01/2012,2,15:25,570,E09000001,4,500,Single carriageway,30,,Giveway or uncontrolled,5,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Unknown,Dry,None,None,1,No,E01000004,2012
201201CP00003,532660,181310,-0.089538,51.515091,48,3,1,1,26/01/2012,5,22:40,570,E09000001,5,0,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Wet/Damp,None,None,1,Yes,E01000004,2012
201201CP00004,532340,180990,-0.094267,51.512291,48,3,1,1,25/01/2012,4,16:40,570,E09000001,5,0,Single carriageway,30,,Automatic traffic signal,5,0,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01000004,2012
201201CP00005,533380,181920,-0.078937,51.520404,48,3,2,2,25/01/2012,4,03:50,570,E09000001,5,0,Single carriageway,30,,Automatic traffic signal,3,10,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Other,Wet/Damp,None,None,1,Yes,E01000004,2012
201201CP00006,532870,180830,-0.086694,51.510729,48,3,2,1,23/01/2012,2,10:47,570,E09000001,5,0,Single carriageway,30,,Automatic traffic signal,3,10,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000004,2012
201201CP00007,531980,181320,-0.099329,51.51534,48,2,1,2,19/01/2012,5,06:06,570,E09000001,3,40,Single carriageway,30,,,-1,0,None within 50 metres,Zebra crossing,Darkness: Street lights present and lit,Raining without high winds,Wet/Damp,None,None,1,Yes,E01000004,2012
201201CP00008,532400,181170,-0.093335,51.513894,48,3,1,1,11/01/2012,4,21:20,570,E09000001,5,0,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Unknown,Dry,None,None,1,No,E01000004,2012
201201CP00009,532280,181910,-0.094786,51.520572,48,3,3,2,20/01/2012,6,18:00,570,E09000001,4,100,Single carriageway,30,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01000003,2012
201201CP00010,531490,180830,-0.106569,51.511051,48,3,2,1,20/01/2012,6,18:40,570,E09000001,3,3211,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Wet/Damp,None,None,1,Yes,E01000004,2012
201201CP00012,531630,181170,-0.104426,51.514074,48,3,2,1,15/01/2012,1,04:55,570,E09000001,3,201,Single carriageway,30,,Automatic traffic signal,5,0,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01000004,2012
201201CP00013,531650,181170,-0.104138,51.514069,48,3,1,1,26/01/2012,5,22:25,570,E09000001,5,0,Single carriageway,30,,Automatic traffic signal,5,0,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Fine without high winds,Wet/Damp,None,None,1,Yes,E01000004,2012
201201CP00014,532650,181920,-0.089453,51.520576,1,3,1,1,23/01/2012,2,12:47,3,E09000019,4,100,Single carriageway,30,,Giveway or uncontrolled,5,0,None within 50 metres,Zebra crossing,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002704,2012
201201CP00015,532560,181130,-0.091046,51.513497,48,3,2,3,16/01/2012,2,08:33,570,E09000001,5,0,Single carriageway,30,,Giveway or uncontrolled,5,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000004,2012
201201CP00016,533230,181190,-0.081374,51.513879,48,3,1,1,16/01/2012,2,14:05,570,E09000001,5,0,Single carriageway,30,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000004,2012
201201CP00017,533180,181140,-0.082113,51.513441,48,3,1,1,18/01/2012,4,09:10,570,E09000001,5,0,Single carriageway,30,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,No,E01000004,2012
201201CP00018,532860,180780,-0.086857,51.510282,48,2,1,1,05/01/2012,5,18:10,570,E09000001,3,3,Single carriageway,30,,Automatic traffic signal,5,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,Pedestrian in carriageway (not injured),1,No,E01000004,2012
201201CP00019,532410,180770,-0.093342,51.510297,48,3,4,2,01/01/2012,1,00:55,570,E09000001,3,300,Single carriageway,30,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Wet/Damp,None,None,1,Yes,E01000004,2012
201201CP00020,532700,181110,-0.089037,51.513285,48,3,2,1,14/01/2012,7,19:15,570,E09000001,5,0,Single carriageway,30,,Automatic traffic signal,5,0,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01000004,2012
201201CP00021,531960,181800,-0.099437,51.519659,48,3,2,1,14/01/2012,7,02:00,570,E09000001,6,0,Single carriageway,30,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lighting unknown,Fine without high winds,Dry,None,None,1,No,E01000004,2012
201201CP00022,533090,180810,-0.083533,51.510497,48,3,2,2,04/01/2012,4,09:20,570,E09000001,5,0,Single carriageway,30,,Giveway or uncontrolled,5,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,No,E01000004,2012
201201CP00023,531890,181360,-0.10061,51.515721,48,2,2,2,07/01/2012,7,01:53,570,E09000001,3,40,Single carriageway,30,,Giveway or uncontrolled,5,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01000004,2012
201201CP00024,532350,180990,-0.094123,51.512288,48,3,2,1,25/01/2012,4,06:30,570,E09000001,5,0,Single carriageway,30,,Automatic traffic signal,5,0,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Fine without high winds,Wet/Damp,None,None,1,Yes,E01000004,2012
201201CP00025,531610,181170,-0.104714,51.514079,48,3,2,1,15/02/2012,4,11:50,570,E09000001,3,201,Single carriageway,30,,Automatic traffic signal,5,0,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000004,2012
201201CP00026,531630,181170,-0.104426,51.514074,48,3,2,1,28/02/2012,3,03:44,570,E09000001,3,201,Single carriageway,30,,Automatic traffic signal,3,201,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01000004,2012
201201CP00027,531180,181120,-0.110926,51.513729,48,3,2,1,27/02/2012,2,18:33,570,E09000001,3,4,Single carriageway,30,,Automatic traffic signal,4,400,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,No,E01000004,2012
201201CP00028,533080,181590,-0.083383,51.517509,48,3,1,1,22/02/2012,4,18:00,570,E09000001,5,0,Single carriageway,30,,Giveway or uncontrolled,5,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000004,2012
201201CP00029,532530,181140,-0.091474,51.513594,48,3,1,1,23/02/2012,5,17:00,570,E09000001,5,0,Single carriageway,30,,Giveway or uncontrolled,5,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000004,2012
201201CP00030,533440,180710,-0.078531,51.509516,1,3,2,1,26/02/2012,1,16:46,5,E09000030,3,3211,Single carriageway,30,,Giveway or uncontrolled,5,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000004,2012
201201CP00031,533730,180440,-0.074456,51.507021,48,3,1,1,08/02/2012,4,17:00,570,E09000001,3,100,Single carriageway,20,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,No,E01004293,2012
201201CP00032,531650,180820,-0.104268,51.510924,48,3,1,1,01/02/2012,4,18:10,570,E09000001,3,201,Single carriageway,30,,Automatic traffic signal,3,201,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,No,E01000004,2012
201201CP00033,533050,181460,-0.083864,51.516348,48,2,2,1,29/02/2012,4,11:45,570,E09000001,3,1211,Single carriageway,30,,Automatic traffic signal,5,0,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000004,2012
201201CP00034,533690,180900,-0.074858,51.511164,48,3,2,1,01/02/2012,4,11:50,570,E09000001,3,1211,Single carriageway,30,,Giveway or uncontrolled,3,1211,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Unknown,Dry,None,None,1,No,E01000005,2012
201201CP00035,531890,181370,-0.100606,51.515811,48,3,2,1,20/02/2012,2,10:25,570,E09000001,3,40,Single carriageway,30,,Giveway or uncontrolled,5,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,No,E01000004,2012
201201CP00036,532980,181670,-0.084793,51.518251,48,3,1,1,14/02/2012,3,08:20,570,E09000001,5,0,Single carriageway,30,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000004,2012
201201CP00037,532470,181300,-0.092278,51.515046,48,3,1,1,17/02/2012,6,12:05,570,E09000001,5,0,Single carriageway,30,,Giveway or uncontrolled,5,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000004,2012
201201CP00038,532380,180980,-0.093695,51.512191,48,3,2,1,14/02/2012,3,22:16,570,E09000001,5,0,Single carriageway,30,,Automatic traffic signal,5,0,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,No,E01000004,2012
201201CP00039,531710,181450,-0.103169,51.516572,48,3,1,1,15/02/2012,4,18:16,570,E09000001,3,40,Single carriageway,30,,Giveway or uncontrolled,5,0,None within 50 metres,non-junction pedestrian crossing,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01000004,2012
201201CP00040,531790,180950,-0.102203,51.51206,48,3,1,2,12/02/2012,1,05:50,570,E09000001,3,3211,Single carriageway,30,,Automatic traffic signal,5,0,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01000004,2012
201201CP00041,533230,181150,-0.081389,51.51352,48,3,1,1,15/02/2012,4,12:00,570,E09000001,5,0,Single carriageway,30,,Giveway or uncontrolled,5,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,Pedestrian in carriageway (not injured),1,Yes,E01000004,2012
201201CP00042,532450,181020,-0.092672,51.512535,48,3,2,1,03/02/2012,6,18:20,570,E09000001,5,0,Single carriageway,30,,Automatic traffic signal,5,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,No,E01000004,2012
